Frame,URL,Minutes,Seconds,Frames,Date,HH,MM,SS,Zone,Track,Mode,VIC,COA-A,IR,15 -Zoom,Auto,?Dist,DFLT,AUTO,Analogue,Analogue,Analogue,,,,,Lat Deg,Lat Min,Lat Sec,Lat NS,Lon Deg,Lon Min,Lon Sec,Lon EW,Heading,36 - Altitude,37-TGT Alt,TGT Heading,TGT Dist NM,OFF,NONE,TGT,LOS,Tlat Deg,Tlat Min,Tlat Sec,Tlat NA,Tlon Deg,Tlon Min,Tlon Sec,Tlon EW,Time Sec,53 Lat,54 Lon,55 Tlat,56 Tlon
3578,http://prrr.isaackoi.com/frames/frame03578.png,1,59,7,26-Apr-13,1,24,6,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,54,N,67,9,27,W,,2558,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.2333333,18.465,-67.1575,18.51277778,-67.12194444
3579,http://prrr.isaackoi.com/frames/frame03579.png,1,59,8,26-Apr-13,1,24,6,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,54,N,67,9,27,W,,2558,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.2666667,18.465,-67.1575,18.51277778,-67.12194444
3580,http://prrr.isaackoi.com/frames/frame03580.png,1,59,9,26-Apr-13,1,24,6,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,54,N,67,9,27,W,,2558,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.3,18.465,-67.1575,18.51277778,-67.12194444
3581,http://prrr.isaackoi.com/frames/frame03581.png,1,59,10,26-Apr-13,1,24,6,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,54,N,67,9,27,W,,2559,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.3333333,18.465,-67.1575,18.51277778,-67.12194444
3582,http://prrr.isaackoi.com/frames/frame03582.png,1,59,11,26-Apr-13,1,24,6,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,54,N,67,9,27,W,,2559,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.3666667,18.465,-67.1575,18.51277778,-67.12194444
3583,http://prrr.isaackoi.com/frames/frame03583.png,1,59,12,26-Apr-13,1,24,6,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,54,N,67,9,27,W,,2559,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.4,18.465,-67.1575,18.51277778,-67.12194444
3584,http://prrr.isaackoi.com/frames/frame03584.png,1,59,13,26-Apr-13,1,24,6,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,54,N,67,9,27,W,,2559,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.4333333,18.465,-67.1575,18.51277778,-67.12194444
3585,http://prrr.isaackoi.com/frames/frame03585.png,1,59,14,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,53,N,67,9,27,W,,2561,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.4666667,18.46472222,-67.1575,18.51277778,-67.12194444
3586,http://prrr.isaackoi.com/frames/frame03586.png,1,59,15,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,53,N,67,9,27,W,,2561,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.5,18.46472222,-67.1575,18.51277778,-67.12194444
3587,http://prrr.isaackoi.com/frames/frame03587.png,1,59,16,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,53,N,67,9,27,W,,2561,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.5333333,18.46472222,-67.1575,18.51277778,-67.12194444
3588,http://prrr.isaackoi.com/frames/frame03588.png,1,59,17,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,53,N,67,9,27,W,,2561,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.5666667,18.46472222,-67.1575,18.51277778,-67.12194444
3589,http://prrr.isaackoi.com/frames/frame03589.png,1,59,18,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,53,N,67,9,27,W,,2561,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.6,18.46472222,-67.1575,18.51277778,-67.12194444
3590,http://prrr.isaackoi.com/frames/frame03590.png,1,59,19,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,53,N,67,9,27,W,,2561,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.6333333,18.46472222,-67.1575,18.51277778,-67.12194444
3591,http://prrr.isaackoi.com/frames/frame03591.png,1,59,20,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,53,N,67,9,27,W,,2561,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.6666667,18.46472222,-67.1575,18.51277778,-67.12194444
3592,http://prrr.isaackoi.com/frames/frame03592.png,1,59,21,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,53,N,67,9,26,W,,2563,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.7,18.46472222,-67.15722222,18.51277778,-67.12194444
3593,http://prrr.isaackoi.com/frames/frame03593.png,1,59,22,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,53,N,67,9,26,W,,2563,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.7333333,18.46472222,-67.15722222,18.51277778,-67.12194444
3594,http://prrr.isaackoi.com/frames/frame03594.png,1,59,23,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,53,N,67,9,26,W,,2563,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.7666667,18.46472222,-67.15722222,18.51277778,-67.12194444
3595,http://prrr.isaackoi.com/frames/frame03595.png,1,59,24,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,53,N,67,9,26,W,,2563,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.8,18.46472222,-67.15722222,18.51277778,-67.12194444
3596,http://prrr.isaackoi.com/frames/frame03596.png,1,59,25,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,53,N,67,9,26,W,,2563,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.8333333,18.46472222,-67.15722222,18.51277778,-67.12194444
3597,http://prrr.isaackoi.com/frames/frame03597.png,1,59,26,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,53,N,67,9,26,W,,2563,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,19,W,119.8666667,18.46472222,-67.15722222,18.51277778,-67.12194444
3598,http://prrr.isaackoi.com/frames/frame03598.png,1,59,27,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,52,N,67,9,26,W,,2564,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,119.9,18.46444444,-67.15722222,18.51277778,-67.12222222
3599,http://prrr.isaackoi.com/frames/frame03599.png,1,59,28,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,52,N,67,9,26,W,,2564,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,119.9333333,18.46444444,-67.15722222,18.51277778,-67.12222222
3600,http://prrr.isaackoi.com/frames/frame03600.png,1,59,29,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,52,N,67,9,26,W,,2564,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,119.9666667,18.46444444,-67.15722222,18.51277778,-67.12222222
3601,http://prrr.isaackoi.com/frames/frame03601.png,2,0,0,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,52,N,67,9,26,W,,2564,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120,18.46444444,-67.15722222,18.51277778,-67.12222222
3602,http://prrr.isaackoi.com/frames/frame03602.png,2,0,1,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,52,N,67,9,26,W,,2564,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.0333333,18.46444444,-67.15722222,18.51277778,-67.12222222
3603,http://prrr.isaackoi.com/frames/frame03603.png,2,0,2,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,52,N,67,9,26,W,,2564,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.0666667,18.46444444,-67.15722222,18.51277778,-67.12222222
3604,http://prrr.isaackoi.com/frames/frame03604.png,2,0,3,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,51,N,67,9,26,W,,2564,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.1,18.46416667,-67.15722222,18.51277778,-67.12222222
3605,http://prrr.isaackoi.com/frames/frame03605.png,2,0,4,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,51,N,67,9,26,W,,2566,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.1333333,18.46416667,-67.15722222,18.51277778,-67.12222222
3606,http://prrr.isaackoi.com/frames/frame03606.png,2,0,5,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,51,N,67,9,26,W,,2566,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.1666667,18.46416667,-67.15722222,18.51277778,-67.12222222
3607,http://prrr.isaackoi.com/frames/frame03607.png,2,0,6,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,51,N,67,9,26,W,,2566,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.2,18.46416667,-67.15722222,18.51277778,-67.12222222
3608,http://prrr.isaackoi.com/frames/frame03608.png,2,0,7,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,51,N,67,9,26,W,,2566,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.2333333,18.46416667,-67.15722222,18.51277778,-67.12222222
3609,http://prrr.isaackoi.com/frames/frame03609.png,2,0,8,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,51,N,67,9,26,W,,2566,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.2666667,18.46416667,-67.15722222,18.51277778,-67.12222222
3610,http://prrr.isaackoi.com/frames/frame03610.png,2,0,9,26-Apr-13,1,24,7,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,51,N,67,9,25,W,,2567,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.3,18.46416667,-67.15694444,18.51277778,-67.12222222
3611,http://prrr.isaackoi.com/frames/frame03611.png,2,0,10,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,51,N,67,9,25,W,,2567,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.3333333,18.46416667,-67.15694444,18.51277778,-67.12222222
3612,http://prrr.isaackoi.com/frames/frame03612.png,2,0,11,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,51,N,67,9,25,W,,2567,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.3666667,18.46416667,-67.15694444,18.51277778,-67.12222222
3613,http://prrr.isaackoi.com/frames/frame03613.png,2,0,12,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,51,N,67,9,25,W,,2567,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.4,18.46416667,-67.15694444,18.51277778,-67.12222222
3614,http://prrr.isaackoi.com/frames/frame03614.png,2,0,13,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,51,N,67,9,25,W,,2567,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.4333333,18.46416667,-67.15694444,18.51277778,-67.12222222
3615,http://prrr.isaackoi.com/frames/frame03615.png,2,0,14,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,51,N,67,9,25,W,,2567,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.4666667,18.46416667,-67.15694444,18.51277778,-67.12222222
3616,http://prrr.isaackoi.com/frames/frame03616.png,2,0,15,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,51,N,67,9,25,W,,2567,16,,3.5,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.5,18.46416667,-67.15694444,18.51277778,-67.12222222
3617,http://prrr.isaackoi.com/frames/frame03617.png,2,0,16,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,50,N,67,9,25,W,,2568,16,,3.6,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.5333333,18.46388889,-67.15694444,18.51277778,-67.12222222
3618,http://prrr.isaackoi.com/frames/frame03618.png,2,0,17,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,50,N,67,9,25,W,,2568,16,,3.6,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.5666667,18.46388889,-67.15694444,18.51277778,-67.12222222
3619,http://prrr.isaackoi.com/frames/frame03619.png,2,0,18,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,50,N,67,9,25,W,,2568,16,,3.6,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.6,18.46388889,-67.15694444,18.51277778,-67.12222222
3620,http://prrr.isaackoi.com/frames/frame03620.png,2,0,19,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,50,N,67,9,25,W,,2568,16,,3.6,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.6333333,18.46388889,-67.15694444,18.51277778,-67.12222222
3621,http://prrr.isaackoi.com/frames/frame03621.png,2,0,20,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,50,N,67,9,25,W,,2568,16,,3.6,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.6666667,18.46388889,-67.15694444,18.51277778,-67.12222222
3622,http://prrr.isaackoi.com/frames/frame03622.png,2,0,21,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,50,N,67,9,25,W,,2568,16,,3.6,OFF,NONE,TGT,LOS,18,30,46,N,67,7,20,W,120.7,18.46388889,-67.15694444,18.51277778,-67.12222222
3623,http://prrr.isaackoi.com/frames/frame03623.png,2,0,22,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,49,N,67,9,25,W,,2570,16,,3.6,OFF,NONE,TGT,LOS,18,30,46,N,67,7,21,W,120.7333333,18.46361111,-67.15694444,18.51277778,-67.1225
3624,http://prrr.isaackoi.com/frames/frame03624.png,2,0,23,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,49,N,67,9,25,W,,2570,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,120.7666667,18.46361111,-67.15694444,18.51305556,-67.1225
3625,http://prrr.isaackoi.com/frames/frame03625.png,2,0,24,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,49,N,67,9,25,W,,2570,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,120.8,18.46361111,-67.15694444,18.51305556,-67.1225
3626,http://prrr.isaackoi.com/frames/frame03626.png,2,0,25,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,49,N,67,9,25,W,,2570,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,120.8333333,18.46361111,-67.15694444,18.51305556,-67.1225
3627,http://prrr.isaackoi.com/frames/frame03627.png,2,0,26,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,49,N,67,9,25,W,,2570,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,120.8666667,18.46361111,-67.15694444,18.51305556,-67.1225
3628,http://prrr.isaackoi.com/frames/frame03628.png,2,0,27,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,49,N,67,9,25,W,,2570,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,120.9,18.46361111,-67.15694444,18.51305556,-67.1225
3629,http://prrr.isaackoi.com/frames/frame03629.png,2,0,28,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,49,N,67,9,25,W,,2570,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,120.9333333,18.46361111,-67.15694444,18.51305556,-67.1225
3630,http://prrr.isaackoi.com/frames/frame03630.png,2,0,29,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,49,N,67,9,24,W,,2571,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,120.9666667,18.46361111,-67.15666667,18.51305556,-67.1225
3631,http://prrr.isaackoi.com/frames/frame03631.png,2,1,0,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,49,N,67,9,24,W,,2571,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,121,18.46361111,-67.15666667,18.51305556,-67.1225
3632,http://prrr.isaackoi.com/frames/frame03632.png,2,1,1,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,49,N,67,9,24,W,,2571,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,121.0333333,18.46361111,-67.15666667,18.51305556,-67.1225
3633,http://prrr.isaackoi.com/frames/frame03633.png,2,1,2,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,49,N,67,9,24,W,,2571,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,121.0666667,18.46361111,-67.15666667,18.51305556,-67.1225
3634,http://prrr.isaackoi.com/frames/frame03634.png,2,1,3,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,49,N,67,9,24,W,,2571,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,121.1,18.46361111,-67.15666667,18.51305556,-67.1225
3635,http://prrr.isaackoi.com/frames/frame03635.png,2,1,4,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,49,N,67,9,24,W,,2571,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,121.1333333,18.46361111,-67.15666667,18.51305556,-67.1225
3636,http://prrr.isaackoi.com/frames/frame03636.png,2,1,5,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,48,N,67,9,24,W,,2573,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,121.1666667,18.46333333,-67.15666667,18.51305556,-67.1225
3637,http://prrr.isaackoi.com/frames/frame03637.png,2,1,6,26-Apr-13,1,24,8,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,2024,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,27,48,N,67,9,24,W,,2573,16,,3.6,OFF,NONE,TGT,LOS,18,30,47,N,67,7,21,W,121.2,18.46333333,-67.15666667,18.51305556,-67.1225
