Frame,X pixels,Y pixels,,,Frame,X pixels,Y pixels,,offx,offy,len,Bank Angle,,Cue Angle
718,773.887,371.762,,,718,1138.1,452.992,,364.213,81.23,373.161389,12.57284068,0.217680613,57.70400708
719,773.852,371.785,,,719,1138.57,453.078,,364.718,81.293,373.6679962,12.56541329,0.217554088,57.95574724
720,773.922,371.766,,,720,1138.6,453.133,,364.678,81.367,373.645062,12.57782329,0.21776549,57.88865914
721,774.031,371.816,,,721,1138.57,452.953,,364.539,81.137,373.4593623,12.54802764,0.217257909,57.96036702
722,774.008,371.848,,,722,1138.25,452.992,,364.242,81.144,373.170984,12.55898384,0.217444559,57.9645621
723,774.012,371.848,,,723,1137.92,452.906,,363.908,81.058,372.8262757,12.55724484,0.217414934,57.95813217
724,773.977,371.82,,,724,1138.22,452.992,,364.243,81.172,373.1780495,12.56314656,0.217515473,57.88382771
725,773.934,371.805,,,725,1138.27,452.992,,364.336,81.187,373.2720856,12.56228881,0.217500861,57.92221088
726,773.309,371.492,,,726,1138.27,452.953,,364.961,81.461,373.9417415,12.58243777,0.217844094,57.92188195
727,773.34,371.383,,,727,1138.54,453.133,,365.2,81.75,374.2380292,12.61764989,0.218443861,57.88343984
728,773.512,371.336,,,728,1138.14,453.148,,364.628,81.812,373.6934328,12.64608402,0.218928118,57.90354353
729,773.949,371.402,,,729,1138.1,453.152,,364.151,81.75,373.2144334,12.65282857,0.219042976,57.93926366
730,773.422,370.996,,,730,1138.15,453.012,,364.728,82.016,373.8357102,12.67323613,0.219390491,57.98627479
731,774.105,370.879,,,731,1138.19,452.922,,364.085,82.043,373.2143366,12.69893692,0.219828104,57.95966241
732,774.121,370.906,,,732,1138.92,453.066,,364.799,82.16,373.9365936,12.69237601,0.219716394,58.1667793
733,773.449,370.824,,,733,1138.61,452.906,,365.161,82.082,374.2726421,12.66855109,0.219310713,58.2604916
734,773.492,370.801,,,734,1138.12,452.875,,364.628,82.074,373.7508794,12.68527412,0.21959547,58.28950162
735,773.477,370.824,,,735,1138.22,452.863,,364.743,82.039,373.8553913,12.67617081,0.219440463,58.23321405
736,774.07,370.891,,,736,1138.17,452.902,,364.1,82.011,373.2219368,12.69363834,0.219737888,58.24373944
737,773.441,370.832,,,737,1138.22,452.879,,364.779,82.047,373.8922693,12.67615627,0.219440215,58.28829823
738,773.414,370.879,,,738,1138.53,452.91,,365.116,82.031,374.2175549,12.66244369,0.219206713,58.25969341
739,773.293,370.855,,,739,1138.58,452.914,,365.287,82.059,374.3905339,12.66088801,0.219180221,58.20196333
740,773.375,370.887,,,740,1138.6,452.961,,365.225,82.074,374.3333302,12.66520807,0.219253786,58.25929329
741,773.953,370.418,,,741,1138.74,452.34,,364.787,81.922,373.8726648,12.65719797,0.219117383,58.27625879
742,773.883,370.441,,,742,1138.69,452.617,,364.807,82.176,373.9479138,12.69449829,0.21975253,58.27544127
743,773.91,370.434,,,743,1138.68,452.656,,364.77,82.222,373.9219306,12.70262042,0.21989082,58.54253278
744,773.266,370.328,,,744,1138.81,452.676,,365.544,82.348,374.7046958,12.69539097,0.219767729,58.48981853
745,773.551,370.297,,,745,1138.8,452.637,,365.249,82.34,374.4151541,12.70411767,0.219916312,58.49275839
746,774.02,370.309,,,746,1138.18,452.742,,364.16,82.433,373.3734124,12.75479017,0.220778977,58.53116937
747,773.598,370.227,,,747,1138.09,452.711,,364.492,82.484,373.7084804,12.75117847,0.220717496,58.49980495
748,773.941,370.266,,,748,1138.59,452.82,,364.649,82.554,373.8770602,12.7563308,0.220805203,58.5074847
749,774.062,370.344,,,749,1138.1,452.688,,364.038,82.344,373.2347784,12.74559963,0.220622527,58.51764768
750,774.012,370.289,,,750,1138.15,452.699,,364.138,82.41,373.3468778,12.75209297,0.220733063,58.48994991
751,773.992,370.184,,,751,1138.22,452.75,,364.228,82.566,373.4691156,12.77238765,0.221078522,58.50510766
752,774.273,370.27,,,752,1138.16,452.723,,363.887,82.453,373.1115731,12.76704121,0.220987517,58.50942803
753,774.32,370.145,,,753,1137.92,452.922,,363.6,82.777,372.9034617,12.82533719,0.221979704,58.71371927
754,774.391,369.98,,,754,1138.55,452.836,,364.159,82.856,373.4660547,12.81811778,0.221856843,58.92285585
755,774.133,369.484,,,755,1138.13,452.598,,363.997,83.114,373.3654416,12.86223859,0.22260764,58.8640907
756,774.242,369.547,,,756,1138.59,452.691,,364.348,83.144,373.7143158,12.85474335,0.222480104,58.86786964
757,774.336,369.473,,,757,1138.25,452.602,,363.914,83.129,373.2878648,12.8673191,0.222694086,58.87852692
758,774.348,369.496,,,758,1138.64,452.609,,364.292,83.113,373.6528229,12.8520194,0.222433754,58.82527611
759,774.512,369.262,,,759,1138.13,452.855,,363.618,83.593,373.1029879,12.94690689,0.224048058,58.88049129
760,774.543,369.227,,,760,1138.21,452.918,,363.667,83.691,373.1727085,12.95988541,0.224268812,58.88283832
761,774.57,369.242,,,761,1138.92,453.039,,364.35,83.797,373.8620865,12.95224177,0.224138802,58.88908095
762,774.391,369.703,,,762,1138.07,453.117,,363.679,83.414,373.12238,12.91802019,0.223556679,58.8809219
763,774.355,369.727,,,763,1138.08,453.109,,363.725,83.382,373.1600642,12.91165223,0.223448348,58.87607769
764,774.391,369.719,,,764,1138.04,453.207,,363.649,83.488,373.1096908,12.93012613,0.223762615,58.86588223
765,774.43,369.742,,,765,1138.13,453.156,,363.7,83.414,373.1428485,12.91729932,0.223544416,59.06884152
766,774.434,369.746,,,766,1137.96,453.109,,363.526,83.363,372.9618512,12.91563824,0.223516158,59.04957719
767,774.594,369.676,,,767,1138.09,453.133,,363.496,83.457,372.9536337,12.93074398,0.223773125,59.09809234
768,774.625,369.43,,,768,1137.75,453.312,,363.125,83.882,372.687477,13.00718845,0.225073299,59.04586691
769,774.547,369.371,,,769,1137.77,453.352,,363.223,83.981,372.8052522,13.01862326,0.225267749,59.02586326
770,774.398,369.281,,,770,1138,453.562,,363.602,84.281,373.2421484,13.05038607,0.225807831,59.06285265
771,774.293,369.383,,,771,1138.08,453.598,,363.787,84.215,373.407482,13.03411068,0.2255311,59.15523531
772,774.289,369.355,,,772,1138.1,453.621,,363.811,84.266,373.4423683,13.04090336,0.225646598,59.19614478
773,774.262,369.32,,,773,1137.84,453.602,,363.578,84.282,373.2189942,13.0513676,0.225824519,59.18261842
774,774.316,369.32,,,774,1138.12,453.645,,363.804,84.325,373.4488667,13.04996422,0.225800658,59.16313554
775,774.293,369.242,,,775,1138.18,453.594,,363.887,84.352,373.5358198,13.05112402,0.225820378,59.3724061
776,774.145,369.145,,,776,1137.89,453.602,,363.745,84.457,373.4212231,13.07173862,0.226170862,59.41658663
777,774.379,369.312,,,777,1138.04,453.562,,363.661,84.25,373.2926271,13.04370599,0.225694251,59.46331132
778,774.199,369.141,,,778,1138.06,453.566,,363.861,84.425,373.5269842,13.06293294,0.226021154,59.46108364
779,774.281,369.195,,,779,1138.02,453.555,,363.739,84.36,373.3934516,13.05744826,0.225927904,59.46102371
780,774.367,369.227,,,780,1137.92,453.418,,363.553,84.191,373.1740992,13.03862352,0.225607833,59.48110288
781,774.527,369.281,,,781,1137.88,453.555,,363.353,84.274,372.9980023,13.05797541,0.225936867,59.45359382
782,774.586,369.309,,,782,1137.92,453.406,,363.334,84.097,372.9395406,13.03214507,0.225497677,59.42240771
783,774.449,369.352,,,783,1137.91,453.574,,363.461,84.222,373.0914684,13.04644895,0.22574089,59.48665134
784,773.996,369.258,,,784,1137.87,453.629,,363.874,84.371,373.5274468,13.05441347,0.225876306,59.45245758
785,774.18,369.375,,,785,1137.9,453.598,,363.72,84.223,373.3440131,13.03762575,0.225590868,59.45731841
786,774.238,369.41,,,786,1138.05,453.617,,363.812,84.207,373.4300339,13.03204977,0.225496056,59.45873898
787,774.23,369.426,,,787,1137.8,453.605,,363.57,84.179,373.1879539,13.03623981,0.225567302,59.45731708
788,774.258,369.387,,,788,1138.03,453.664,,363.772,84.277,373.4068568,13.04389799,0.225697516,59.63700177
789,774.266,369.41,,,789,1137.92,453.637,,363.654,84.227,373.2806173,13.04050925,0.225639897,59.66727298
790,774.258,369.406,,,790,1137.97,453.602,,363.712,84.196,373.3301292,13.0338658,0.225526936,59.64457021
791,774.277,369.395,,,791,1137.87,453.578,,363.593,84.183,373.2112634,13.03604159,0.225563932,59.66881717
792,774.492,369.516,,,792,1138.15,453.289,,363.658,83.773,373.1823368,12.97246431,0.224482757,59.63577546
793,774.449,369.559,,,793,1138.07,453.223,,363.621,83.664,373.1218253,12.95742912,0.224227033,59.66429602
794,774.516,369.586,,,794,1138.16,453.285,,363.644,83.699,373.1520887,12.9618745,0.224302644,59.66032569
795,774.414,369.691,,,795,1138.1,453.262,,363.686,83.571,373.1643319,12.94127565,0.223952272,59.66766222
796,774.309,369.496,,,796,1138.05,453.277,,363.741,83.781,373.2650145,12.97080096,0.224454467,59.62211742
797,774.496,369.762,,,797,1138.24,453.195,,363.744,83.433,373.1899825,12.91863245,0.223567094,59.64066575
798,774.23,369.59,,,798,1138.14,453.184,,363.91,83.594,373.3877943,12.93701753,0.223879841,59.81202622
799,774.297,369.52,,,799,1138.23,453.211,,363.933,83.691,373.4319375,12.95073245,0.224113129,59.89655196
800,774.363,369.762,,,800,1138.16,453.203,,363.797,83.441,373.2434295,12.91801051,0.223556514,59.90967392
801,774.359,369.758,,,801,1138.18,453.191,,363.821,83.433,373.2650339,12.91599002,0.223522142,59.88983686
802,774.105,369.594,,,802,1138.27,453.262,,364.165,83.668,373.652889,12.93932258,0.22391905,59.84318363
803,774.094,369.73,,,803,1138.08,453.18,,363.986,83.45,373.4296596,12.91287364,0.223469127,59.91986628
804,774.355,369.715,,,804,1138.12,453.195,,363.765,83.48,373.2209609,12.92494438,0.223674468,59.86691391
805,774.359,369.793,,,805,1138.14,453.215,,363.781,83.422,373.2235872,12.91571664,0.223517492,59.90148393
806,774.48,369.898,,,806,1138.15,453.207,,363.67,83.309,373.0901478,12.90261234,0.223294559,60.00948613
807,774.223,369.699,,,807,1138.12,453.266,,363.897,83.567,373.3690803,12.93342601,0.223818748,60.00611025
808,774.223,369.797,,,808,1138.3,453.285,,364.077,83.488,373.5268505,12.91543578,0.223512714,60.00242635
809,774.273,369.746,,,809,1138.27,453.305,,363.997,83.559,373.464754,12.92879606,0.223739989,60.0254491
810,774.301,369.746,,,810,1138.32,453.285,,364.019,83.539,373.4817223,12.92505052,0.223676274,60.28560296
811,774.328,369.742,,,811,1138.2,453.293,,363.872,83.551,373.3411335,12.93189155,0.223792646,60.30334746
812,774.332,369.738,,,812,1138.14,453.309,,363.808,83.571,373.2832342,12.93708193,0.223880936,60.28644529
813,774.273,369.699,,,813,1138.23,453.27,,363.957,83.571,373.4284535,12.93196371,0.223793873,60.26326156
814,774.238,369.758,,,814,1138.1,453.23,,363.862,83.472,373.313715,12.92041771,0.223597464,60.2934353
815,774.164,369.719,,,815,1138.15,453.227,,363.986,83.508,373.4426251,12.9215473,0.22361668,60.26847681
816,774.078,369.742,,,816,1138.12,453.262,,364.042,83.52,373.4998904,12.92142053,0.223614523,60.2251419
817,774.113,369.707,,,817,1138.19,453.273,,364.077,83.566,373.5442923,12.92709707,0.223711088,60.21772681
818,774.188,369.691,,,818,1138.12,453.254,,363.932,83.563,373.4022973,12.9316258,0.223788125,60.23661965
819,774.152,369.695,,,819,1138.06,453.266,,363.908,83.571,373.3806965,12.93364645,0.223822497,60.28986923
820,774.234,369.695,,,820,1138.08,453.199,,363.846,83.504,373.3052769,12.92575389,0.223688239,60.27649692
821,774.148,369.707,,,821,1138.28,453.277,,364.132,83.57,373.5987933,12.92580799,0.223689159,60.25071907
822,774.34,369.773,,,822,1138.24,453.266,,363.9,83.493,373.3554487,12.9222549,0.223628717,60.22319588
823,774.336,369.773,,,823,1138.22,453.281,,363.884,83.508,373.3432088,12.92504771,0.223676226,60.39151603
824,774.312,369.711,,,824,1138.21,453.219,,363.898,83.508,373.3568541,12.92456715,0.223668051,60.41817786
825,774.344,369.738,,,825,1138.18,453.227,,363.836,83.489,373.2921751,12.92385325,0.223655907,60.48656346
826,774.344,369.723,,,826,1138.22,453.219,,363.876,83.496,373.3327275,12.92352734,0.223650363,60.48232968
827,774.348,369.727,,,827,1138.36,453.309,,364.012,83.582,373.4845203,12.93172015,0.22378973,60.48719941
828,774.078,369.891,,,828,1137.86,453.668,,363.782,83.777,373.3040708,12.96879025,0.224420269,60.52028088
829,774.281,369.953,,,829,1138.28,453.594,,363.999,83.641,373.4850584,12.940988,0.223947379,60.42272614
830,774.328,369.863,,,830,1138.63,453.324,,364.302,83.461,373.7401313,12.9036916,0.22331292,60.46022536
831,774.223,370.035,,,831,1137.83,453.664,,363.607,83.629,373.1003352,12.95267322,0.22414614,60.49670354
832,774.32,369.938,,,832,1138.2,453.551,,363.88,83.613,373.3628104,12.94088993,0.223945711,60.46991854
833,774.348,369.816,,,833,1138.32,453.281,,363.972,83.465,373.4193661,12.915597,0.223515456,60.44750978
834,774.23,369.707,,,834,1138.7,453.32,,364.47,83.613,373.9378487,12.92064492,0.223601329,60.43915362
835,774.18,369.699,,,835,1138.26,453.246,,364.08,83.547,373.5429662,12.92415368,0.223661018,60.41249354
836,774.301,369.84,,,836,1138.2,453.23,,363.899,83.39,373.3314537,12.90688198,0.223367196,60.68341843
837,774.305,369.836,,,837,1138.23,453.262,,363.925,83.426,373.3648391,12.91137567,0.223443643,60.67875032
838,774.328,369.773,,,838,1138.13,453.352,,363.802,83.579,373.2791776,12.93848489,0.223904801,60.66887711
839,774.293,369.418,,,839,1137.97,453.625,,363.677,84.207,373.2985122,13.03672216,0.225575504,60.66771452
840,774.277,369.457,,,840,1137.96,453.605,,363.683,84.148,373.2910532,13.02769203,0.225421958,60.82677599
841,774.48,369.465,,,841,1138.04,453.613,,363.56,84.148,373.1712201,13.03194915,0.225494345,60.83657637
842,774.285,369.363,,,842,1138.21,453.676,,363.925,84.313,373.5640341,13.04398072,0.225698923,60.82951228
843,774.406,369.461,,,843,1138.2,453.695,,363.794,84.234,373.4185871,13.03670862,0.225575274,60.85615601
844,774.41,369.461,,,844,1137.98,453.582,,363.57,84.121,373.1748753,13.02756423,0.225419785,60.85236124
845,774.402,369.344,,,845,1137.98,453.578,,363.578,84.234,373.2081575,13.04418888,0.225702462,60.8123289
846,773.902,369.316,,,846,1137.92,453.59,,364.018,84.274,373.6458369,13.03493601,0.225545133,60.82934718
847,774.379,369.367,,,847,1137.84,453.562,,363.461,84.195,373.0853743,13.04240952,0.225672207,60.85632054
848,774.27,369.301,,,848,1138.01,453.602,,363.74,84.301,373.3811005,13.04859406,0.225777362,60.92469405
849,774.211,369.309,,,849,1138.03,453.539,,363.819,84.23,373.4420406,13.03524551,0.225550396,61.12182653
850,774.512,369.344,,,850,1137.92,453.789,,363.408,84.445,373.0902471,13.08164863,0.226339339,61.08746731
851,774.309,369.156,,,851,1138.26,453.906,,363.951,84.75,373.6882295,13.10835518,0.226793335,61.08817117
852,774.223,369.02,,,852,1138.03,453.992,,363.807,84.972,373.5984128,13.14652292,0.22744208,61.07479508
853,774.223,369.055,,,853,1138.1,454.004,,363.877,84.949,373.661349,13.14064736,0.227342218,61.10298747
854,774.297,369.074,,,854,1137.92,453.918,,363.623,84.844,373.3901317,13.13381808,0.227226144,61.08264087
855,774.203,369.09,,,855,1138.23,453.992,,364.027,84.902,373.7967447,13.12840474,0.227134134,61.08739926
856,774.301,369.066,,,856,1137.92,453.922,,363.619,84.856,373.3889633,13.13575076,0.227258994,61.09560849
857,774.184,369.043,,,857,1137.92,453.875,,363.736,84.832,373.497451,13.12808652,0.227128725,61.10794084
858,774.449,369.195,,,858,1138.08,453.992,,363.631,84.797,373.3872459,13.12651571,0.227102026,61.10273949
859,774.348,369.062,,,859,1137.93,454.051,,363.582,84.989,373.3831823,13.15691594,0.227618715,61.11673469
860,774.363,369,,,860,1137.99,454.105,,363.627,85.105,373.453419,13.1726742,0.22788652,61.32419965
861,774.438,368.84,,,861,1137.92,454.141,,363.482,85.301,373.3569672,13.20703205,0.228470358,61.33187933
862,774.391,368.836,,,862,1138.04,454.172,,363.649,85.336,373.5275466,13.20640618,0.228459723,61.28676813
863,774.395,368.773,,,863,1138.06,454.172,,363.665,85.399,373.5575209,13.21525283,0.228610041,61.44113287
864,774.367,368.77,,,864,1137.99,454.164,,363.623,85.394,373.5154901,13.21597901,0.228622379,61.45947309
865,774.355,368.762,,,865,1137.92,454.09,,363.565,85.328,373.4439407,13.20815556,0.228489448,61.42248341
866,774.316,368.754,,,866,1138.12,454.125,,363.804,85.371,373.6864435,13.2062012,0.22845624,61.38841564
867,774.246,368.723,,,867,1138.2,454.152,,363.954,85.429,373.8457278,13.20960323,0.228514046,61.35656753
868,774.777,368.742,,,868,1137.7,454.172,,362.923,85.43,372.8423109,13.24595788,0.22913172,61.39338239
869,774.875,368.516,,,869,1137.92,454.332,,363.045,85.816,373.0496721,13.29937203,0.230039071,61.40247853
870,774.762,368.527,,,870,1137.8,454.379,,363.038,85.852,373.0511431,13.30500019,0.230134665,61.46204962
871,774.469,368.434,,,871,1137.92,454.387,,363.451,85.953,373.4763013,13.30549777,0.230143117,61.62087853
872,774.504,368.438,,,872,1137.79,454.348,,363.286,85.91,373.3058343,13.30490347,0.230133023,61.62418435
873,774.535,368.465,,,873,1137.74,454.332,,363.205,85.867,373.2171134,13.30134106,0.230072515,61.59795977
874,774.52,368.461,,,874,1137.81,454.391,,363.29,85.93,373.31433,13.30774937,0.230181359,61.60079431
875,774.516,368.414,,,875,1137.96,454.617,,363.444,86.203,373.5271052,13.34306331,0.23078111,61.65585107
876,774.586,368.414,,,876,1137.98,454.625,,363.394,86.211,373.4803017,13.34602768,0.230831451,61.60489816
877,775.027,368.438,,,877,1137.9,454.598,,362.873,86.16,372.9616062,13.35687974,0.231015736,61.62378442
878,774.609,368.379,,,878,1137.81,454.359,,363.201,85.98,373.2392353,13.31836356,0.230361634,61.57975239
879,774.645,368.445,,,879,1137.99,454.594,,363.345,86.149,373.4183167,13.33850704,0.230703734,61.58664516
880,774.68,368.445,,,880,1137.92,454.605,,363.24,86.16,373.3186885,13.34386755,0.230794768,61.59856094
881,774.586,368.438,,,881,1138.22,454.656,,363.634,86.218,373.7154392,13.33857837,0.230704945,61.84675021
882,774.613,368.406,,,882,1138.12,454.59,,363.507,86.184,373.5840212,13.33799814,0.230695092,61.86590699
883,774.613,368.402,,,883,1137.95,454.609,,363.337,86.207,373.4239178,13.34744931,0.230855593,61.88282593
884,774.613,368.402,,,884,1138.03,454.625,,363.417,86.223,373.5054506,13.34700435,0.230848037,61.89408715
885,774.621,368.402,,,885,1138.13,454.629,,363.509,86.227,373.5958894,13.34434411,0.230802861,61.97803279
886,774.645,368.262,,,886,1137.72,454.738,,363.075,86.476,373.2312342,13.3969139,0.231695507,62.00043081
887,774.723,368.195,,,887,1137.92,454.895,,363.197,86.7,373.4018624,13.42601242,0.232189522,61.99319745
888,774.688,368.246,,,888,1137.92,454.883,,363.232,86.637,373.4212843,13.41536331,0.232008736,62.01666284
889,774.684,368.254,,,889,1137.84,454.855,,363.156,86.601,373.3390062,13.41269525,0.23196344,62.02186006
890,774.691,368.234,,,890,1137.9,454.879,,363.209,86.645,373.4007682,13.41737616,0.232042908,62.01735659
891,774.68,368.266,,,891,1137.89,454.871,,363.21,86.605,373.3924613,13.41137022,0.231940944,62.20517109
892,774.773,368.246,,,892,1137.88,454.91,,363.107,86.664,373.3059634,13.42384539,0.232152734,62.21039576
893,774.68,368.215,,,893,1137.91,454.922,,363.23,86.707,373.4355858,13.42588146,0.232187299,62.22298814
894,774.699,368.191,,,894,1137.9,454.883,,363.201,86.692,373.4038956,13.42467592,0.232166833,62.21704104
895,774.5,368.172,,,895,1137.83,454.875,,363.33,86.703,373.5319252,13.42172317,0.232116706,62.19365702
896,774.758,368.199,,,896,1137.9,454.879,,363.142,86.68,373.3437217,13.42498681,0.232172111,62.1968475
897,774.625,368.152,,,897,1137.86,454.926,,363.235,86.774,373.4560112,13.4357016,0.232354005,62.21943507
898,774.969,368.273,,,898,1137.89,454.926,,362.921,86.653,373.1224928,13.42883309,0.232237406,62.19727176
899,774.988,368.262,,,899,1137.81,454.898,,362.822,86.636,373.0222516,13.42982477,0.232254241,62.22524552
900,774.59,368.16,,,900,1138.24,454.992,,363.65,86.832,373.8731319,13.42956944,0.232249907,62.20062384
901,774.559,368.219,,,901,1138.25,454.793,,363.691,86.574,373.853181,13.38965085,0.23157219,62.45580983
902,774.477,368.543,,,902,1138.19,454.672,,363.713,86.129,373.77179,13.32250969,0.230432051,62.45532539
903,774.309,368.402,,,903,1137.92,454.617,,363.611,86.215,373.6923675,13.33894438,0.230711161,62.45456557
904,774.625,368.383,,,904,1138.13,454.648,,363.505,86.265,373.6007699,13.35015606,0.230901558,62.44770327
905,774.414,368.281,,,905,1138.58,454.715,,364.166,86.434,374.2829303,13.35196353,0.230932252,62.37610462
906,774.418,368.422,,,906,1138.2,454.699,,363.782,86.277,373.873059,13.34214357,0.230765491,62.3731713
907,774.379,368.586,,,907,1137.8,454.781,,363.421,86.195,373.5028799,13.34268348,0.23077466,62.42780464
908,774.453,368.961,,,908,1138,454.992,,363.547,86.031,373.5876794,13.3137508,0.23028329,62.43606213
909,774.469,368.965,,,909,1137.74,454.953,,363.271,85.988,373.3091957,13.31708346,0.230339892,62.49332279
910,774.594,368.988,,,910,1137.92,455.008,,363.326,86.02,373.3700881,13.31991791,0.230388033,62.65150347
911,774.535,368.898,,,911,1137.82,454.984,,363.285,86.086,373.3454039,13.33122381,0.230580045,62.67348794
912,774.352,368.871,,,912,1137.89,454.988,,363.538,86.117,373.5987355,13.32690329,0.230506669,62.71720881
913,774.305,368.883,,,913,1138.03,455.043,,363.725,86.16,373.7906115,13.32670974,0.230503382,62.78573712
914,774.406,368.914,,,914,1137.73,454.984,,363.324,86.07,373.3796645,13.32745481,0.230516035,62.83544503
915,774.305,368.875,,,915,1137.92,455.035,,363.615,86.16,373.6835745,13.3305974,0.230569407,62.84775801
916,774.223,368.828,,,916,1137.92,455.023,,363.697,86.195,373.7714353,13.3329198,0.230608848,62.82580573
917,774.203,368.816,,,917,1138,455.004,,363.797,86.188,373.8671269,13.32834183,0.2305311,62.81862148
918,774.223,368.824,,,918,1137.84,454.992,,363.617,86.168,373.6873652,13.33172025,0.230588476,62.83086324
919,774.312,368.797,,,919,1137.92,455.012,,363.608,86.215,373.6894485,13.3390505,0.230712963,62.82053603
920,774.312,368.797,,,920,1137.92,455.039,,363.608,86.242,373.6956786,13.34307851,0.230781368,63.03162163
921,774.328,368.852,,,921,1137.8,454.992,,363.472,86.14,373.5398163,13.33266969,0.2306046,63.0173467
922,774.184,368.797,,,922,1137.92,455.035,,363.736,86.238,373.8193017,13.33795434,0.230694348,63.02350081
923,774.223,368.781,,,923,1138.05,455.047,,363.827,86.266,373.9143066,13.33891228,0.230710616,63.04760538
924,774.223,368.852,,,924,1138.28,455.105,,364.057,86.253,374.1351083,13.3288489,0.230539712,63.05980799
925,774.469,368.871,,,925,1137.92,455.016,,363.451,86.145,373.5205355,13.33415883,0.23062989,63.01076077
926,774.434,368.863,,,926,1137.79,454.988,,363.356,86.125,373.4234839,13.33453459,0.230636271,63.04883389
927,774.551,368.984,,,927,1137.82,454.984,,363.269,86,373.3100137,13.3189464,0.230371533,63.03784673
928,774.223,368.922,,,928,1137.65,454.926,,363.427,86.004,373.4646869,13.31395939,0.230286833,63.12515084
929,774.289,368.871,,,929,1137.76,454.957,,363.471,86.086,373.5263943,13.32464517,0.230468318,63.28545002
930,774.242,368.883,,,930,1137.92,455.004,,363.678,86.121,373.7358885,13.32255268,0.230432781,63.31136614
931,774.273,368.957,,,931,1137.92,454.922,,363.647,85.965,373.6698032,13.30037183,0.230056053,63.24431553
932,774.184,369.113,,,932,1137.84,454.84,,363.656,85.727,373.6238816,13.26453563,0.229447325,63.30204081
933,774.207,369.133,,,933,1137.91,454.793,,363.703,85.66,373.6542624,13.25288239,0.229249359,63.25661987
934,774.016,369.219,,,934,1137.58,454.898,,363.564,85.679,373.5233234,13.2606072,0.229380589,63.28720391
935,774.082,369.562,,,935,1137.65,455.078,,363.568,85.516,373.4898618,13.2361279,0.228964716,63.26295428
936,774.059,369.523,,,936,1137.71,455.086,,363.651,85.563,373.5814192,13.24023011,0.22903441,63.34588385
937,774.156,369.559,,,937,1137.92,455.141,,363.764,85.582,373.6957672,13.23909769,0.229015171,63.29873843
938,774.141,369.57,,,938,1137.92,455.117,,363.779,85.547,373.7023549,13.23334744,0.228917476,63.28208426
939,774.102,369.684,,,939,1137.68,455.121,,363.578,85.437,373.4815163,13.22397921,0.228758309,63.53326467
940,774.117,369.609,,,940,1137.92,455.18,,363.803,85.571,373.731212,13.23608684,0.228964018,63.55744869
941,774.121,369.664,,,941,1137.92,455.184,,363.799,85.52,373.7156443,13.22861596,0.228837089,63.54753961
942,774.113,369.273,,,942,1137.83,454.785,,363.717,85.512,373.6339897,13.23029925,0.228865688,63.54807419
943,774.129,369.262,,,943,1137.92,454.805,,363.791,85.543,373.7131206,13.23232931,0.228900178,63.54576541
944,774.164,369.258,,,944,1137.9,454.797,,363.736,85.539,373.6586654,13.23366269,0.228922832,63.52101541
945,774.293,369.273,,,945,1137.82,454.797,,363.527,85.524,373.4517831,13.23876293,0.229009484,63.52293765
946,774.336,369.199,,,946,1137.92,454.809,,363.584,85.61,373.5269698,13.2496017,0.229193624,63.55713341
947,774.328,369.207,,,947,1137.92,454.762,,363.592,85.555,373.5221553,13.24110839,0.229049332,63.57602818
948,774.238,369.191,,,948,1137.92,454.82,,363.682,85.629,373.6267158,13.2489934,0.22918329,63.79100328
949,774.223,369.156,,,949,1137.92,454.816,,363.697,85.66,373.6484222,13.25309331,0.229252942,63.86872821
950,774.195,369.172,,,950,1137.92,454.84,,363.725,85.668,373.6775105,13.25330304,0.229256505,63.86733191
951,774.309,369.199,,,951,1137.91,454.816,,363.601,85.617,373.5451216,13.25004918,0.229201226,63.89256074
952,774.289,369.188,,,952,1137.91,454.797,,363.621,85.609,373.5627558,13.24815175,0.229168991,63.89687619
953,774.359,369.148,,,953,1137.88,454.801,,363.521,85.653,373.4755064,13.25823799,0.229340341,63.8767729
954,774.258,369.215,,,954,1137.84,454.801,,363.582,85.586,373.5195231,13.24608855,0.22913394,63.87208973
955,774.352,369.172,,,955,1137.92,454.91,,363.568,85.738,373.5407545,13.26927492,0.229527833,63.85909167
956,774.219,368.918,,,956,1137.73,454.992,,363.511,86.074,373.5625525,13.32144026,0.230413888,63.91231942
957,774.223,368.918,,,957,1137.82,454.938,,363.597,86.02,373.6338031,13.31034364,0.230225422,63.89772957
958,774.223,368.879,,,958,1137.86,454.914,,363.637,86.035,373.676182,13.31116979,0.230239454,63.89000116
959,774.281,368.848,,,959,1137.86,454.941,,363.579,86.093,373.6331006,13.3218728,0.230421234,64.1189776
960,774.359,368.863,,,960,1137.92,455,,363.561,86.137,373.6257265,13.3290747,0.230543546,64.14660586
961,774.516,368.828,,,961,1137.83,454.98,,363.314,86.152,373.3888452,13.3400524,0.230729978,64.08752667
962,774.594,368.879,,,962,1137.72,454.973,,363.126,86.094,373.1925357,13.33804765,0.230695932,64.1378643
963,774.645,368.91,,,963,1137.92,455.051,,363.275,86.141,373.3483595,13.33979078,0.230725535,64.13868151
964,774.578,368.867,,,964,1137.92,455.062,,363.342,86.195,373.4260127,13.34548074,0.230822163,64.14206565
965,774.57,368.902,,,965,1137.92,455.016,,363.35,86.114,373.4151088,13.33310461,0.230611986,64.11179018
966,774.34,368.875,,,966,1138.03,455.047,,363.69,86.172,373.7593205,13.32973648,0.230554786,64.12554982
